x,t,u
0.0,0.0,0.4889166233814917
0.02040816326530612,0.0,0.4903544632676351
0.04081632653061224,0.0,0.49169610430655075
0.061224489795918366,0.0,0.4929404591738081
0.08163265306122448,0.0,0.4940865153705987
0.1020408163265306,0.0,0.4951333369593125
0.12244897959183673,0.0,0.49608006617595174
0.14285714285714285,0.0,0.4969259249146521
0.16326530612244897,0.0,0.49767021607993006
0.18367346938775508,0.0,0.4983123248026428
0.2040816326530612,0.0,0.49885171951603785
0.22448979591836732,0.0,0.4992879528886683
0.24489795918367346,0.0,0.4996206626113734
0.26530612244897955,0.0,0.49984957203595004
0.2857142857142857,0.0,0.49997449066358735
0.3061224489795918,0.0,0.4999953144815838
0.32653061224489793,0.0,0.4999120261473294
0.3469387755102041,0.0,0.49972469501898936
0.36734693877551017,0.0,0.49943347703280166
0.3877551020408163,0.0,0.4990386144273568
0.4081632653061224,0.0,0.4985404353156982
0.42857142857142855,0.0,0.4979393531065392
0.44897959183673464,0.0,0.4972358657763455
0.4693877551020408,0.0,0.4964305549944817
0.4897959183673469,0.0,0.49552408510405277
0.5102040816326531,0.0,0.49451720196149396
0.5306122448979591,0.0,0.4934107316383789
0.5510204081632653,0.0,0.49220557898930284
0.5714285714285714,0.0,0.49090272609007685
0.5918367346938775,0.0,0.489503230550827
0.6122448979591836,0.0,0.48800822370893193
0.6326530612244897,0.0,0.4864189087070397
0.6530612244897959,0.0,0.48473655846170605
0.673469387755102,0.0,0.4829625135284602
0.6938775510204082,0.0,0.4810981798693443
0.7142857142857142,0.0,0.4791450265291988
0.7346938775510203,0.0,0.47710458322714516
0.7551020408163265,0.0,0.47497843786989463
0.7755102040816326,0.0,0.4727682339936367
0.7959183673469387,0.0,0.47047566814138136
0.8163265306122448,0.0,0.46810248718270103
0.836734693877551,0.0,0.46565048558288596
0.8571428571428571,0.0,0.46312150262854357
0.8775510204081632,0.0,0.4605174196166836
0.8979591836734693,0.0,0.4578401570143009
0.9183673469387754,0.0,0.4550916715954246
0.9387755102040816,0.0,0.45227395356252564
0.9591836734693877,0.0,0.44938902365907984
0.9795918367346939,0.0,0.4464389302799627
1.0,0.0,0.44342574658621825
0.0,0.01020408163265306,0.47880403165978486
0.02040816326530612,0.01020408163265306,0.48427421300827805
0.04081632653061224,0.01020408163265306,0.48476897706883987
0.061224489795918366,0.01020408163265306,0.48846771021033203
0.08163265306122448,0.01020408163265306,0.49411199101793857
0.1020408163265306,0.01020408163265306,0.4909341928580974
0.12244897959183673,0.01020408163265306,0.4954324412632405
0.14285714285714285,0.01020408163265306,0.4978803305068081
0.16326530612244897,0.01020408163265306,0.49472827564893257
0.18367346938775508,0.01020408163265306,0.499209286127501
0.2040816326530612,0.01020408163265306,0.4995590447285913
0.22448979591836732,0.01020408163265306,0.49666865064825205
0.24489795918367346,0.01020408163265306,0.5015762720834527
0.26530612244897955,0.01020408163265306,0.4994444259939265
0.2857142857142857,0.01020408163265306,0.49882384120457635
0.3061224489795918,0.01020408163265306,0.5023465675875027
0.32653061224489793,0.01020408163265306,0.49710575367904614
0.3469387755102041,0.01020408163265306,0.49962765331852266
0.36734693877551017,0.01020408163265306,0.5026702921254246
0.3877551020408163,0.01020408163265306,0.4987991402550497
0.4081632653061224,0.01020408163265306,0.49897275083156173
0.42857142857142855,0.01020408163265306,0.4922710853848855
0.44897959183673464,0.01020408163265306,0.49594380109155267
0.4693877551020408,0.01020408163265306,0.5068416055812941
0.4897959183673469,0.01020408163265306,0.4993562267397551
0.5102040816326531,0.01020408163265306,0.48951100586053103
0.5306122448979591,0.01020408163265306,0.4817410124542867
0.5510204081632653,0.01020408163265306,0.4909885436294727
0.5714285714285714,0.01020408163265306,0.5037693258475471
0.5918367346938775,0.01020408163265306,0.49382958051458
0.6122448979591836,0.01020408163265306,0.4903816671277763
0.6326530612244897,0.01020408163265306,0.48521239705121116
0.6530612244897959,0.01020408163265306,0.4789209109744937
0.673469387755102,0.01020408163265306,0.47416034803008655
0.6938775510204082,0.01020408163265306,0.47467057563298587
0.7142857142857142,0.01020408163265306,0.4888955783650263
0.7346938775510203,0.01020408163265306,0.4831466031908025
0.7551020408163265,0.01020408163265306,0.48426031206399034
0.7755102040816326,0.01020408163265306,0.4831447693133013
0.7959183673469387,0.01020408163265306,0.4731234461397116
0.8163265306122448,0.01020408163265306,0.4625799313704485
0.836734693877551,0.01020408163265306,0.45387896323075927
0.8571428571428571,0.01020408163265306,0.45478368472562686
0.8775510204081632,0.01020408163265306,0.44099119283514815
0.8979591836734693,0.01020408163265306,0.4507137197013638
0.9183673469387754,0.01020408163265306,0.4501893705022107
0.9387755102040816,0.01020408163265306,0.4558598555679241
0.9591836734693877,0.01020408163265306,0.4587294152516032
0.9795918367346939,0.01020408163265306,0.4717848108975392
1.0,0.01020408163265306,0.4696764536269426
0.0,0.02040816326530612,0.4837215661051691
0.02040816326530612,0.02040816326530612,0.49175910365418124
0.04081632653061224,0.02040816326530612,0.4849476053013665
0.061224489795918366,0.02040816326530612,0.4811375083762251
0.08163265306122448,0.02040816326530612,0.4861225619603522
0.1020408163265306,0.02040816326530612,0.49287924486016316
0.12244897959183673,0.02040816326530612,0.49358314884472837
0.14285714285714285,0.02040816326530612,0.4997411502893802
0.16326530612244897,0.02040816326530612,0.5026762552762382
0.18367346938775508,0.02040816326530612,0.4964935694576604
0.2040816326530612,0.02040816326530612,0.4944573177299565
0.22448979591836732,0.02040816326530612,0.489563655465557
0.24489795918367346,0.02040816326530612,0.4997173441234502
0.26530612244897955,0.02040816326530612,0.5046472030064688
0.2857142857142857,0.02040816326530612,0.49967800573869775
0.3061224489795918,0.02040816326530612,0.5085253345452229
0.32653061224489793,0.02040816326530612,0.5033329437922499
0.3469387755102041,0.02040816326530612,0.49451728788029314
0.36734693877551017,0.02040816326530612,0.4931359170401335
0.3877551020408163,0.02040816326530612,0.49506365367436456
0.4081632653061224,0.02040816326530612,0.49619706605820524
0.42857142857142855,0.02040816326530612,0.49752294337194514
0.44897959183673464,0.02040816326530612,0.5056028813469386
0.4693877551020408,0.02040816326530612,0.5032580152135511
0.4897959183673469,0.02040816326530612,0.501926328555688
0.5102040816326531,0.02040816326530612,0.49428728757828744
0.5306122448979591,0.02040816326530612,0.4921130577272943
0.5510204081632653,0.02040816326530612,0.48763295812882634
0.5714285714285714,0.02040816326530612,0.4781706798498774
0.5918367346938775,0.02040816326530612,0.48886728046328254
0.6122448979591836,0.02040816326530612,0.484675286439869
0.6326530612244897,0.02040816326530612,0.487651464171304
0.6530612244897959,0.02040816326530612,0.49421222112288465
0.673469387755102,0.02040816326530612,0.4937081817612477
0.6938775510204082,0.02040816326530612,0.48956559200124705
0.7142857142857142,0.02040816326530612,0.4885791344477872
0.7346938775510203,0.02040816326530612,0.4837426940001711
0.7551020408163265,0.02040816326530612,0.4724384196408154
0.7755102040816326,0.02040816326530612,0.4689381322670951
0.7959183673469387,0.02040816326530612,0.4576573654752784
0.8163265306122448,0.02040816326530612,0.4584467700920772
0.836734693877551,0.02040816326530612,0.44968721708675974
0.8571428571428571,0.02040816326530612,0.4565392975346428
0.8775510204081632,0.02040816326530612,0.4460710170168985
0.8979591836734693,0.02040816326530612,0.4488798173171623
0.9183673469387754,0.02040816326530612,0.4603008038423931
0.9387755102040816,0.02040816326530612,0.4667364007326928
0.9591836734693877,0.02040816326530612,0.4639206678209371
0.9795918367346939,0.02040816326530612,0.46623191692112664
1.0,0.02040816326530612,0.4643007594203689
0.0,0.030612244897959183,0.4843969222245874
0.02040816326530612,0.030612244897959183,0.48396383805417065
0.04081632653061224,0.030612244897959183,0.48698011656507545
0.061224489795918366,0.030612244897959183,0.4819339382968407
0.08163265306122448,0.030612244897959183,0.488133942466605
0.1020408163265306,0.030612244897959183,0.4847154671200341
0.12244897959183673,0.030612244897959183,0.4874048450651465
0.14285714285714285,0.030612244897959183,0.501389693149046
0.16326530612244897,0.030612244897959183,0.4968450498626393
0.18367346938775508,0.030612244897959183,0.5022348324371638
0.2040816326530612,0.030612244897959183,0.5056340789286831
0.22448979591836732,0.030612244897959183,0.4976741996991786
0.24489795918367346,0.030612244897959183,0.4937415889977235
0.26530612244897955,0.030612244897959183,0.49647192041640126
0.2857142857142857,0.030612244897959183,0.49657078177288183
0.3061224489795918,0.030612244897959183,0.49297937031225003
0.32653061224489793,0.030612244897959183,0.4972313204366144
0.3469387755102041,0.030612244897959183,0.5003168181920828
0.36734693877551017,0.030612244897959183,0.5091491332635197
0.3877551020408163,0.030612244897959183,0.5095397136268138
0.4081632653061224,0.030612244897959183,0.5048539611071955
0.42857142857142855,0.030612244897959183,0.49392637018166297
0.44897959183673464,0.030612244897959183,0.4928863622974553
0.4693877551020408,0.030612244897959183,0.5011785983817301
0.4897959183673469,0.030612244897959183,0.4933449126276551
0.5102040816326531,0.030612244897959183,0.48588374218393976
0.5306122448979591,0.030612244897959183,0.4770670048506149
0.5510204081632653,0.030612244897959183,0.49191204043926057
0.5714285714285714,0.030612244897959183,0.495177069921959
0.5918367346938775,0.030612244897959183,0.49617925799051527
0.6122448979591836,0.030612244897959183,0.5019819686626616
0.6326530612244897,0.030612244897959183,0.4938984741283775
0.6530612244897959,0.030612244897959183,0.49350949014526446
0.673469387755102,0.030612244897959183,0.48919114310577044
0.6938775510204082,0.030612244897959183,0.4840107490160296
0.7142857142857142,0.030612244897959183,0.4856558379354227
0.7346938775510203,0.030612244897959183,0.48360172502337206
0.7551020408163265,0.030612244897959183,0.46264558243328374
0.7755102040816326,0.030612244897959183,0.4612854799490448
0.7959183673469387,0.030612244897959183,0.45385178406876425
0.8163265306122448,0.030612244897959183,0.45411970515638844
0.836734693877551,0.030612244897959183,0.44916289534947806
0.8571428571428571,0.030612244897959183,0.4607580563324845
0.8775510204081632,0.030612244897959183,0.4591011105678182
0.8979591836734693,0.030612244897959183,0.4572152386199212
